CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE,salinity_index,SEMAFORO_Amarillo,SEMAFORO_Rojo,SEMAFORO_Verde,contaminant_count
OCNOR4116,POZO PUEBLO YAQUI POZO NO. 3,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-110.04506,27.35044,2020,124.83,Media,1174.0,Permisible para riego,645.0,Cultivos sensibles,Potable - Dulce,0.2481,Baja,245.016,Potable - Dura,1.1,Potable - Excelente,0.852089,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.04251856574673376,False,False,True,0
OCNOR4130,GRUPO GAMEZ,NOROESTE,SONORA,GUAYMAS,VALLE DEL YAQUI,POZO,-110.20887,27.55372,2020,301.92,Alta,1084.0,Permisible para riego,635.2,Cultivos sensibles,Potable - Dulce,0.3449,Baja,338.198,Potable - Dura,10.0,Buena calidad,0.524962,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.6992,Puede afectar la salud,0.1002,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,0.049053435361659035,True,False,False,2
OCNOR4132,POZO SAN JOSE BACUM,NOROESTE,SONORA,BACUM,VALLE DEL YAQUI,POZO,-110.14316,27.51951,2020,334.11,Alta,1260.0,Permisible para riego,817.6,Cultivos sensibles,Potable - Dulce,0.2672,Baja,519.2334,Muy dura e indeseable usos industrial y domestico,1.1,Potable - Excelente,0.047198,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,1.213,Puede afectar la salud,0.2177,Potable - Excelente,Amarillo,"DT,MN,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,0.06887949934703769,True,False,False,3
OCNOR4143,CABORA,NOROESTE,SONORA,QUIRIEGO,COCORAQUE,POZO,-109.55175,27.43473,2020,360.75,Alta,945.0,Permisible para riego,533.8,Cultivos sensibles,Potable - Dulce,0.3709,Baja,286.5312,Potable - Dura,108.0,Buena calidad,1.368587,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0068,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.04159775532841494,False,False,True,0
OCNOR4144,EJIDO EL SABINO,NOROESTE,SONORA,QUIRIEGO,COCORAQUE,POZO,-109.50509,27.79186,2020,394.2,Alta,900.0,Permisible para riego,491.6,Excelente para riego,Potable - Dulce,0.3405,Baja,329.109,Potable - Dura,1464.0,Contaminada,4.063419,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0422,Potable - Excelente,0.0626,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,0.04436093227836363,False,True,False,2
OCNOR4145,POZO TESOPACO,NOROESTE,SONORA,ROSARIO,ROSARIO-TESOPACO-EL QUIRIEGO,POZO,-109.37109,27.83808,2020,316.455,Alta,950.0,Permisible para riego,566.4,Cultivos sensibles,Potable - Dulce,0.2742,Baja,339.082,Potable - Dura,31.0,Buena calidad,14.10943,No apta como FAAP,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,0.04644104064008575,False,True,False,2
OCNOR4150,POZO CASA BLANCA,NOROESTE,SONORA,CAJEME,VALLE DEL YAQUI,POZO,-109.98356,27.49006,2020,228.66,Alta,1112.0,Permisible para riego,629.2,Cultivos sensibles,Potable - Dulce,0.2895,Baja,302.784,Potable - Dura,1.1,Potable - Excelente,2.067332,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.04641874930430837,False,False,True,0
OCNOR4153,POZO SAN MIGUEL DE HORCASITAS,NOROESTE,SONORA,SAN MIGUEL DE HORCASITAS,RIO SAN MIGUEL,POZO,-110.72807,29.48865,2020,233.155,Alta,753.0,Permisible para riego,586.8,Cultivos sensibles,Potable - Dulce,0.4618,Media,265.8828,Potable - Dura,1.1,Potable - Excelente,6.072245,Potable - Buena calidad,0.0112,Apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0491,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03654261912459459,False,False,True,0
OCNOR4154,POZO 122,NOROESTE,SONORA,GUAYMAS,VALLE DE GUAYMAS,POZO,-110.67577,28.24131,2020,220.89,Alta,874.0,Permisible para riego,401.2,Excelente para riego,Potable - Dulce,1.4565,Potable - Optima,93.5206,Potable - Moderadamente suave,1.1,Potable - Excelente,7.100729,Potable - Buena calidad,0.0157,Apta como FAAP,0.003,Potable - Excelente,0.0071,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0034,Potable - Excelente,0.0414,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02280991312405149,False,False,True,0
OCNOR4165,POZO NO. 1 BOCA ABIERTA,NOROESTE,SONORA,EMPALME,VALLE DE GUAYMAS,POZO,-110.54756,27.96825,2020,135.78,Media,805.0,Permisible para riego,443.6667,Excelente para riego,Potable - Dulce,0.681,Media,109.56,Potable - Moderadamente suave,1.1,Potable - Excelente,1.482255,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.007,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02315119866249106,False,False,True,0
OCNOR4168,POZO 2 BIS,NOROESTE,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,POZO,-110.90689,27.99206,2020,118.235,Media,5100.0,Indeseable para riego,3771.2,Cultivos tolerantes,Salobres,0.6027,Media,1177.0704,Muy dura e indeseable usos industrial y domestico,10.0,Buena calidad,5.837131,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.01,Potable - Excelente,0.00189,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0704,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.20780134996750413,True,False,False,5
OCNOR4174,POZO EL VALIENTE,NOROESTE,SONORA,GUAYMAS,SAN JOSE DE GUAYMAS,POZO,-110.91963,28.05193,2020,154.7,Alta,675.0,Buena para riego,352.8,Excelente para riego,Potable - Dulce,0.9136,Potable - Optima,59.448,Potable - Suave,1.1,Potable - Excelente,4.618484,Potable - Excelente,0.0118,Apta como FAAP,0.003,Potable - Excelente,0.014,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.01603691152619043,False,False,True,0
OCNOR4176,LOS ARRIEROS,NOROESTE,SONORA,GUAYMAS,SAHUARAL,POZO,-111.04355,28.3203,2020,117.13,Media,660.0,Buena para riego,327.8,Excelente para riego,Potable - Dulce,0.8273,Potable - Optima,79.264,Potable - Moderadamente suave,52.0,Buena calidad,5.791571,Potable - Buena calidad,0.0194,Apta como FAAP,0.003,Potable - Excelente,0.0088,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.017408096437797168,False,False,True,0
OCNOR4178,POZO EL DESTIERRO,NOROESTE,SONORA,GUAYMAS,VALLE DE GUAYMAS,POZO,-110.68851,28.29499,2020,201.11,Alta,742.0,Buena para riego,384.6,Excelente para riego,Potable - Dulce,1.9874,Alta,83.3364,Potable - Moderadamente suave,1.1,Potable - Excelente,2.783053,Potable - Excelente,0.0135,Apta como FAAP,0.003,Potable - Excelente,0.0075,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0051,Potable - Excelente,0.3208,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,0.019472044553938844,False,True,False,3
OCNOR4179,LA COLORADA,NOROESTE,SONORA,LA COLORADA,VALLE DE GUAYMAS,POZO,-110.5811,28.79964,2020,258.63,Alta,805.0,Permisible para riego,433.0,Excelente para riego,Potable - Dulce,0.8004,Potable - Optima,282.4948,Potable - Dura,1.1,Potable - Excelente,6.920794,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03831488219696477,False,False,True,0
OCNOR4181,POZO CARBO,NOROESTE,SONORA,CARBO,RIO ZANJON,POZO,-110.95433,29.68917,2020,207.1,Alta,510.0,Buena para riego,335.8,Excelente para riego,Potable - Dulce,0.4263,Media,130.9572,Potable - Dura,1.1,Potable - Excelente,2.624663,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.01928736250364702,False,False,True,0
OCNOR4192,EL VERANITO,NOROESTE,SONORA,ALAMOS,VALLE DEL MAYO,POZO,-109.23479,26.96844,2020,319.68,Alta,961.0,Permisible para riego,567.4,Cultivos sensibles,Potable - Dulce,0.4621,Media,344.1662,Potable - Dura,20.0,Buena calidad,7.693514,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.047090089673006846,False,False,True,0
OCNOR4193,SIREBAMPO,NOROESTE,SONORA,HUATABAMPO,FUERTE-MAYO,POZO,-109.23692,26.63968,2020,213.12,Alta,701.0,Buena para riego,337.3333,Excelente para riego,Potable - Dulce,0.3016,Baja,93.624,Potable - Moderadamente suave,1.1,Potable - Excelente,0.853905,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.019447201470901898,False,False,True,0
OCNOR4194,POZO DIF,NOROESTE,SONORA,ALAMOS,CUCHUJAQUI,POZO,-108.94231,27.0255,2020,268.62,Alta,695.0,Buena para riego,414.8,Excelente para riego,Potable - Dulce,0.6841,Media,258.622,Potable - Dura,231.0,Aceptable,6.069154,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0016,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03416264554273556,False,False,True,0
OCNOR4200,AGIABAMPO,NOROESTE,SONORA,HUATABAMPO,FUERTE-MAYO,POZO,-109.1386,26.36403,2020,89.91,Media,312.0,Buena para riego,155.4,Excelente para riego,Potable - Dulce,0.2456,Baja,77.6022,Potable - Moderadamente suave,620.0,Aceptable,0.03585,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0365,Potable - Excelente,0.7191,Sin efectos en la salud - Puede dar color al agua,Amarillo,"FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,0.010301123038490867,True,False,False,2
OCNOR4203,POZO EJIDO TENIENTE JUAN DE LA BARRERA,NOROESTE,SONORA,HUATABAMPO,FUERTE-MAYO,POZO,-109.08665,26.41087,2020,71.04,Baja,268.0,Buena para riego,129.6,Excelente para riego,Potable - Dulce,0.2426,Baja,77.6022,Potable - Moderadamente suave,1.1,Potable - Excelente,0.040184,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0181,Potable - Excelente,0.2353,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.009404775595470023,False,False,True,0
OCNOR4205,CAMPO J. F. KENNEDY,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.313056,31.5994,2020,215.5275,Alta,1281.0,Permisible para riego,1210.0,Cultivos con manejo especial,Ligeramente salobres,4.5144,Alta,118.2771,Potable - Moderadamente suave,1.1,Potable - Excelente,5.555324,Potable - Buena calidad,0.0108,Apta como FAAP,0.003,Potable - Excelente,0.0117,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,",ND,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03559167387797555,False,True,False,2
OCNOR4211,OOMAPAS No. 5,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.31117,31.583167,2020,181.83,Alta,1148.0,Permisible para riego,1094.0,Cultivos con manejo especial,Ligeramente salobres,6.0882,Alta,60.576,Potable - Moderadamente suave,1.1,Potable - Excelente,8.320646,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.0307,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0392,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02765407761910126,False,True,False,2
OCNOR4212,OOMAPAS No 2,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.38027,31.48255,2020,292.6,Alta,1106.0,Permisible para riego,1016.0,Cultivos con manejo especial,Ligeramente salobres,5.1867,Alta,61.5883,Potable - Moderadamente suave,1.1,Potable - Excelente,0.885459,Potable - Excelente,0.0296,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0332,Potable - Excelente,0.7742,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,AS,FE,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,0.02667091019530472,False,True,False,4
OCNOR4213,OOMAPAS 5 PEÑASCO,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.397778,31.483056,2020,227.0,Alta,1170.0,Permisible para riego,1176.0,Cultivos con manejo especial,Ligeramente salobres,3.9579,Alta,73.7359,Potable - Moderadamente suave,1100.0,Contaminada,1.627127,Potable - Excelente,0.0202,Apta como FAAP,0.003,Potable - Excelente,0.0067,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0044,Potable - Excelente,0.1854,Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,0.02953986151463248,False,True,False,3
OCNOR4214,OOMAPAS 6 PEÑASCO,NOROESTE,SONORA,PUERTO PEÑASCO,SONOYTA-PUERTO PEÑASCO,POZO,-113.393333,31.482694,2020,229.0,Alta,1173.0,Permisible para riego,980.0,Cultivos sensibles,Potable - Dulce,4.1817,Alta,80.822,Potable - Moderadamente suave,1.1,Potable - Excelente,1.710679,Potable - Excelente,0.0203,Apta como FAAP,0.003,Potable - Excelente,0.0085,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0062,Potable - Excelente,0.0911,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02942161037633062,False,True,False,2
OCNOR4218,EJIDO CAMPODONICO,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-113.011667,30.955389,2020,238.26,Alta,970.0,Permisible para riego,942.0,Cultivos sensibles,Potable - Dulce,4.4292,Alta,245.9889,Potable - Dura,1.1,Potable - Excelente,1.453934,Potable - Excelente,0.0303,No apta como FAAP,0.003,Potable - Excelente,0.0058,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.040138905117489354,False,True,False,3
OCNOR4219,SAN MANUEL,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.9422,30.63,2020,159.885,Alta,905.0,Permisible para riego,1118.0,Cultivos con manejo especial,Ligeramente salobres,0.5202,Media,488.7789,Potable - Dura,460.0,Aceptable,26.942074,No apta como FAAP,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,0.06103326248484364,False,True,False,2
OCNOR4220,EJIDO LA PRIMAVERA,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.323444,30.496028,2020,229.9,Alta,541.0,Buena para riego,540.0,Cultivos sensibles,Potable - Dulce,1.1729,Potable - Optima,102.0803,Potable - Moderadamente suave,1.1,Potable - Excelente,2.149211,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.014,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0023,Potable - Excelente,0.0321,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.018134453991486426,False,False,True,0
OCNOR4221,EL VENTARRON,NOROESTE,SONORA,CABORCA,CABORCA,POZO,-112.164167,30.703528,2020,264.385,Alta,705.0,Buena para riego,728.0,Cultivos sensibles,Potable - Dulce,0.7573,Potable - Optima,262.4287,Potable - Dura,1.1,Potable - Excelente,7.873105,Potable - Buena calidad,0.0438,No apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.03594823136643823,False,True,False,2
OCNOR4224M1,POZO QUITOVAC,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.750556,31.515833,2020,323.0,Alta,1047.0,Permisible para riego,1092.0,Cultivos con manejo especial,Ligeramente salobres,1.6844,Alta,290.3276,Potable - Dura,1.1,Potable - Excelente,3.506819,Potable - Excelente,0.0579,No apta como FAAP,0.003,Potable - Excelente,0.0075,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0047,Potable - Excelente,0.0365,Potable - Excelente,Rojo,"FLUO,AS,",SI,SI,SI,SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,0.04603189002517699,False,True,False,3
OCNOR4225,PUBLICO URBANO SONOITA,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.8298,31.8692,2020,164.0,Alta,872.0,Permisible para riego,912.0,Cultivos sensibles,Potable - Dulce,4.1809,Alta,193.1873,Potable - Dura,1.1,Potable - Excelente,9.554971,Potable - Buena calidad,0.0108,Apta como FAAP,0.003,Potable - Excelente,0.0145,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.03361084645058146,False,True,False,2
OCNOR4226M1,EJIDO PAPAGOS,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-112.882705,31.886913,2020,752.0,Indeseable como FAAP,2230.0,Dudosa para riego,2592.0,Cultivos tolerantes,Salobres,15.4243,Alta,237.7285,Potable - Dura,4.0,Buena calidad,11.047141,No apta como FAAP,0.0232,Apta como FAAP,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0204,Potable - Excelente,0.0724,Potable - Excelente,Rojo,"ALC,CONDUC,SDT_ra,SDT_salin,FLUO,NO3,",NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,0.06877811370104124,False,True,False,7
OCNOR4227,CERRO COLORADO,NOROESTE,SONORA,GENERAL PLUTARCO ELIAS CALLES,SONOYTA-PUERTO PEÑASCO,POZO,-113.108056,31.939167,2020,287.0,Alta,1163.0,Permisible para riego,1112.0,Cultivos con manejo especial,Ligeramente salobres,5.5898,Alta,176.9905,Potable - Dura,9.0,Buena calidad,2.06949,Potable - Excelente,0.011,Apta como FAAP,0.003,Potable - Excelente,0.007,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0049,Potable - Excelente,0.3524,Sin efectos en la salud - Puede dar color al agua,Rojo,"FLUO,FE,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,0.03823387407234074,False,True,False,3
OCNOR4228,CAMPO CORPUS,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.64552,28.86665,2020,156.91,Alta,721.0,Buena para riego,378.8,Excelente para riego,Potable - Dulce,0.2247,Baja,196.4358,Potable - Dura,1.1,Potable - Excelente,3.791643,Potable - Excelente,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.025,Potable - Excelente,Verde,Sin Contaminantes,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,0.02901603419834936,False,False,True,0
OCNOR4229,CAMPO SAN ENRIQUE,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.63597,28.84804,2020,145.86,Media,1439.0,Permisible para riego,982.4,Cultivos sensibles,Potable - Dulce,0.2267,Baja,448.4292,Potable - Dura,1.1,Potable - Excelente,11.700844,No apta como FAAP,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0304,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,0.06654268486953831,False,True,False,2
OCNOR4230,POZO CAMPO TODOS SANTOS,NOROESTE,SONORA,HERMOSILLO,COSTA DE HERMOSILLO,POZO,-111.38788,28.68438,2020,155.805,Alta,570.0,Buena para riego,306.2,Excelente para riego,Potable - Dulce,0.299,Baja,164.6886,Potable - Dura,17329.0,Fuertemente contaminada,5.249334,Potable - Buena calidad,0.01,Potable - Excelente,0.003,Potable - Excelente,0.005,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0015,Potable - Excelente,0.0313,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,0.023212938700452074,False,True,False,2
OCNOR4231,CAMPO LOS APACHES,NOROESTE,SONORA,HERMOSILLO,SAHUARAL,POZO,-111.22335,28.31952,2020,100.555,Media,2166.0,Dudosa para riego,911.2,Cultivos sensibles,Potable - Dulce,2.5625,Alta,130.7856,Potable - Dura,1.1,Potable - Excelente,4.942184,Potable - Excelente,0.0239,Apta como FAAP,0.003,Potable - Excelente,0.0122,Potable - Excelente,0.0005,Potable - Excelente,0.005,Potable - Excelente,0.0162,Potable - Excelente,1.031,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,FLUO,FE,",SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,0.05140216598582884,False,True,False,4
